query_id,job_id,rank,score
40,11809,6,20.053213
40,8327,7,19.708992
40,15312,8,19.193802
40,27283,9,19.154999
40,36702,10,18.068575
41,58489,1,21.072586
41,58502,2,21.072586
41,58503,3,21.072586
41,7411,4,19.37889
41,7271,5,19.37889
41,32716,6,17.605413
41,4462,7,17.605413
41,47110,8,16.556686
41,36330,9,16.314474
41,48471,10,16.314474
42,3063,1,20.0655
42,18457,2,19.829716
42,7316,3,19.758041
42,2411,4,19.56946
42,13462,5,19.534449
42,13860,6,19.534449
42,8506,7,18.782284
42,17887,8,18.782284
42,8630,9,18.614021
42,11880,10,18.614021
43,34784,1,33.387005
43,16321,2,27.464901
43,13957,3,25.93548
43,17388,4,25.93548
43,3189,5,25.93548
43,50630,6,25.638834
43,10076,7,22.663713
43,11634,8,22.663713
43,19499,9,22.663713
43,17271,10,22.663713
44,52649,1,20.453176
44,53036,2,17.730972
44,53565,3,17.031553
44,44085,4,16.927902
44,32357,5,16.560457
44,58452,6,16.48275
44,50651,7,16.37058
44,52149,8,16.37058
44,52123,9,16.329487
44,52124,10,16.329487
45,487,1,31.430984
45,19675,2,28.047884
45,42141,3,28.047884
45,342,4,23.34465
45,9285,5,21.538773
45,3217,6,20.781076
45,53469,7,20.416718
45,442,8,19.992231
45,54792,9,18.866823
45,58058,10,18.866823
46,36450,1,17.852741
46,10186,2,17.559416
46,21405,3,17.06033
46,7763,4,16.74316
46,19209,5,16.572393
46,21794,6,16.550474
46,16768,7,16.474314
46,5884,8,16.460224
46,7266,9,16.07077
46,18980,10,15.789883
47,472,1,19.296309
47,51317,2,18.237099
47,9939,3,18.222963
47,19535,4,16.153545
47,4207,5,16.153545
47,55427,6,15.824564
47,58240,7,15.3768635
47,52109,8,14.974581
47,58098,9,14.896856
47,49934,10,14.240101
48,11123,1,24.027752
48,3224,2,20.688972
48,4139,3,20.173326
48,8327,4,19.708992
48,57549,5,19.219671
48,15312,6,19.193802
48,26815,7,18.181858
48,34728,8,17.818562
48,34729,9,17.818562
48,34996,10,17.213516
49,44557,1,20.881895
49,56581,2,18.59218
49,57677,3,18.59218
49,33650,4,18.247639
49,57301,5,18.243347
49,56847,6,18.243347
49,29950,7,17.30352
49,37303,8,16.774067
49,7950,9,16.333624
49,7951,10,16.333624
50,36219,1,18.984133
50,24290,2,13.517234
50,27052,3,13.517234
50,23956,4,12.795047
50,10643,5,12.768962
50,11590,6,12.768962
50,11115,7,12.768962
50,11260,8,12.768962
50,16618,9,12.768962
50,20179,10,12.768962
51,49816,1,25.092848
51,47721,2,21.256584
51,43548,3,21.210623
51,53547,4,20.496584
51,54484,5,20.415464
51,55530,6,19.36469
51,42051,7,19.054842
51,52617,8,18.794285
51,58249,9,18.55547
51,52690,10,18.34201
52,45875,1,21.065266
52,52895,2,18.066986
52,51319,3,17.86605
52,12712,4,16.373495
52,60080,5,16.264294
52,61186,6,15.652617
52,7239,7,15.28688
52,14340,8,15.28688
52,15132,9,15.28688
52,18096,10,15.28688
53,9593,1,29.381023
53,10030,2,23.995398
53,15780,3,22.164513
53,12108,4,22.075214
53,3213,5,21.155945
53,9963,6,21.002796
53,9025,7,20.688322
53,9265,8,20.688322
53,3859,9,20.270502
53,14569,10,20.029427
54,35158,1,23.216486
54,31778,2,22.632792
54,52158,3,22.474014
54,47729,4,19.226305
54,47739,5,19.226305
54,49600,6,19.054768
54,52762,7,18.795223
54,23005,8,18.458828
54,29052,9,18.458828
54,29053,10,18.458828
55,22203,1,23.728952
55,22204,2,23.728952
55,47614,3,22.88789
55,874,4,21.534702
55,4592,5,20.607409
55,5269,6,20.47853
55,40885,7,20.426336
55,20196,8,19.696358
55,9903,9,19.665947
55,5163,10,19.662899
56,55723,1,25.607689
56,23609,2,19.562193
56,52440,3,18.697945
56,25897,4,17.702318
56,53190,5,17.694286
56,58272,6,17.467016
56,35859,7,17.00204
56,26114,8,16.68353
56,56611,9,15.788906
56,26747,10,15.535044
57,49733,1,22.317924
